"company","product_type","product_name","product_description","insurance_type","discovered_place"
"Hong Leong Assurance","Savings/Investment","HLA Prime Secure","Investment-Linked | Available via Life Advisor
An investment-linked packaged plan that provides life protection and builds your financial stability, with an easy and hassle-free enrolment.
Savings & Wealth PlanningEducation SavingsRetirement PlanningLife Protection","Life Insurance","Insurer"
"Hong Leong Assurance","Life","HLA Stackable","Non-Participating | Available via Online
A Perlindungan Tenang plan that starts from RM5 per year and allows you to stack up your coverage when you need it. Available online.
Life ProtectionAccident ProtectionDisability ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance","Insurer"
"Hong Leong Assurance","Life","HLA Stackable (Package Plans)","Non-Participating | Available via Online
A Perlindungan Tenang plan that starts from RM50 per year and allows you to stack up your coverage when you need it. Available online.
Life ProtectionAccident ProtectionDisability ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance","Insurer"
"Hong Leong Assurance","Savings/Investment","HLA Venture Invest II","Investment-Linked | Available via Life Advisor
A single premium investment-cum-protection plan that allows you to invest in a wide range of funds with unique benefits & risks.
Savings & Wealth PlanningRetirement Planning","Life Insurance","Insurer"
"Hong Leong Assurance","Life","HLA Vital Secure","Non-Participating | Available via Life Advisor
Specifically designed for those facing difficulty in obtaining coverage due to health issues, gain protection against major critical illnesses and others.
Life ProtectionCritical Illness ProtectionDisability Protection","Life Insurance","Insurer"
"Hong Leong Assurance","Savings/Investment","HLA Wealth Booster Plus","Investment-Linked | Available via Life Advisor
An investment-linked plan with flexible payment terms starting from RM1,200 per year. Allows you to invest in a wide range of funds with unique benefits & risks, with rewards for larger premiums and longer premium-paying terms.
Savings & Wealth PlanningEducation SavingsRetirement PlanningLife Protection","Life Insurance","Insurer"
"Hong Leong Assurance","Savings/Investment","HLA Wealth Gain Plus","Investment-Linked | Available via Life Advisor
An investment-linked plan with flexible payment terms starting from RM1,200 per year. Allows you to invest in a wide range of funds with unique benefits & risks, with rewards for larger premiums and longer premium-paying terms.
Education SavingsSavings & Wealth PlanningLife ProtectionRetirement Planning","Life Insurance","Insurer"
"Hong Leong Assurance","Savings/Investment","HLA Wealth Grow Plus","Investment-Linked | Available via Life Advisor
An investment-linked plan that gives your child a head start in education savings as early as 13th week of gestation. Access to a comprehensive range of riders to enhance protection.
Savings & Wealth PlanningEducation SavingsLife Protection","Life Insurance","Insurer"
"Hong Leong Assurance","Savings/Investment","HLA Wealth Invest","Participating | Available via Life Advisor
A participating plan that allows you to grow your savings as you receive a guaranteed income stream. Limited 6-year premium-paying term to secure a 30-year coverage.
Savings & Wealth PlanningRetirement Planning","Life Insurance","Insurer"
"Hong Leong Assurance","Savings/Investment","HLM Takaful Alpha Saver","Basic Plan | Sign up via HLMT Serv portal
Affordable contribution as low as RM50/month
Hassle-free enrolment
Cash payments every 5 years
SavingsAffordable Contribution","Family Takaful","Insurer"
"Hong Leong Assurance","CI/H&P/Medical","HLM Takaful FiT CI","Basic Plan | Sign up via HLM Takaful agents
Covers 10 major critical illnesses
Be rewarded for staying healthy
Hassle-free enrolment
Critical IllnessAffordable Contribution","Family Takaful","Insurer"
"Hong Leong Assurance","Savings/Investment","HLM Takaful Premier Growth","Basic Plan | Sign up via HLM Takaful agents
Single contribution plan
Hassle-free enrolment
Protection against death and disability​
SavingsDeath ProtectionDisability Protection","Family Takaful","Insurer"
"Hong Leong Assurance","Life","HLM Takaful Tenang & Tenang 75","Basic Plan | Sign up via HLMT Serv portal
Hassle-Free Renewals
Increasing coverage upon each renewal
Affordable contribution
Death ProtectionDisability Protection","Family Takaful","Insurer"
"Hong Leong Assurance","Life","HLM Takaful i-AcciPlus","Basic Plan | Sign up via HLM Takaful agents
Comprehensive accidental protection
Hassle-free enrolment
100% contribution refund at maturity
Accidental ProtectionComa Benefit","Family Takaful","Insurer"
"Hong Leong Assurance","Savings/Investment","HLM Takaful i-Care Hasanah Privilege","Basic Plan with Rider | Sign up via HLM Takaful agents
Protection for death and disability
Rider to accumulate your yearly savings
Various investment funds
SavingsDeath ProtectionDisability Protection","Family Takaful","Insurer"
"Hong Leong Assurance","CI/H&P/Medical","HLM Takaful i-Critical Care","Basic Plan | Sign up via HLMT Serv portal
Covers 5 main critical illnesses
Hassle-free enrolment
Affordable contribution
Critical IllnessAffordable Contribution","Family Takaful","Insurer"
"Hong Leong Assurance","Savings/Investment","HLM Takaful i-EduSave Genius","Basic Plan with Rider | Sign up via HLM Takaful agents
Coverage during prenatal and infancy period
Cash payout upon reaching milestone in the child's life​
Options to determine maturity payout amount
SavingsEducation Pre-birth Coverage","Family Takaful","Insurer"
"Hong Leong Assurance","Life","HLM Takaful i-Flexi Protect","Basic Plan with Rider | Sign up via HLM Takaful agents
Protection against death​
14 additional riders to enhance your protection​
Flexibility in determining your coverage term​
Death ProtectionMedical Coverage","Family Takaful","Insurer"
"Hong Leong Assurance","Life","HLM Takaful i-Heritage Protector","Basic Plan with Rider | Sign up via HLM Takaful agents
Increasing death benefit coverage by 10% every 10 years
High level of protection starting from RM500,000
Flexibility in customising your own plan
Death Protection Legacy","Family Takaful","Insurer"
"Hong Leong Assurance","CI/H&P/Medical","HLM Takaful i-Hospital Care","Basic Plan | Sign up via HLMT Serv portal
Cash benefit up to RM500 per day
Hassle-free enrolment
Affordable contribution
Hospital Cash BenefitAffordable Contribution","Family Takaful","Insurer"
"Hong Leong Assurance","Savings/Investment","HLM Takaful i-Jauhar","Basic Plan | Sign up via HLM Takaful agents
Living Assistance Payout up to 300%
Protection against death and disability​
Flexible Payment Term
SavingsDeath ProtectionDisability Protection","Family Takaful","Insurer"
"Hong Leong Assurance","Life","HLM Takaful i-Kudrat","Basic Plan | Sign up via HLM Takaful agents
Hassle-free enrolment
Long-term coverage until age 80
Lump sum payment at maturity
Senior PlanDeath Protection","Family Takaful","Insurer"
"Hong Leong Assurance","Life","HLM Takaful i-Salam","Basic Plan | Sign up via HLMT Serv portal
Protection against death and disability
Hassle-free enrolment
Affordable contribution
Death ProtectionDisability Protection","Family Takaful","Insurer"
"Hong Leong Assurance","TBD (CI/Medical/H&P)","Hospital Shield Plus","Non-Participating | Available via Online
10-year hospitalisation income plan up to RM300 per day and double up for hospitalisation due to cancer, with the option to renew without underwriting. Available online.
Critical Illness ProtectionMedical ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance","Insurer"
"Hong Leong Assurance","TBD (CI/Medical/H&P)","Hospitalisation Income Shield","Non Participating | Available via Online
A hospitalisation income plan up to RM300 per day with 5% increase per year, added with monthly income allowance and compassionate benefit. Get back 70% of total premiums paid at maturity. Available online.
Life ProtectionAccident ProtectionMedical ProtectionIncome Replacement","Life Insurance","Insurer"
