insurer,bank_name,product_type,product_name,product_description,insurance_type,discovered_place
Tokio Marine,-,H&P/Medical/CI,MediCare / iMediCare 2,Embracing freedom with a healthy life.,Life Insurance,Insurer
Tokio Marine,-,Savings,TokioMarine-Optimizer,Save now for a better tomorrow,Life Insurance,Insurer
Tokio Marine,-,Savings,TokioMarine-iRich Premier / TokioMarine-iRich,Wealth Gain for a Rewarding Future,Life Insurance,Insurer
Tokio Marine,-,Savings/Investment,Asia Income Master Plus,Hassle-free retirement planning today. Worry-free comfort tomorrow.,Life Insurance,Insurer
Tokio Marine,-,Savings/Investment,Asia Premier Endowment Plus,Make a golden investment. Enjoy a stream of income in your golden years.,Life Insurance,Insurer
Tokio Marine,-,Savings/Investment,TokioMarine-XtraCash,Extra income for the present. Endless assurance for the future.,Life Insurance,Insurer
Tokio Marine,-,Savings/Investment,TokioMarine-BrightFuture,Shine bright like a diamond,Life Insurance,Insurer
Tokio Marine,-,TBD,Group Term Life,Take better care of your employees. Protect them from harm arising from natural and accidental causes.,Life Insurance,Insurer
Tokio Marine,-,TBD,Group Dread Disease,Medical coverage for 39 dread diseases. Essential protection for your employees.,Life Insurance,Insurer
Tokio Marine,-,Motor,Motor Insurance,Ensures worry-free journeys with essential coverage,General Insurance,Insurer
Tokio Marine,-,Motor,Tokio Marine BikePro,Experience the unparalleled peace of mind as you enjoy the freedom of the open road ahead,General Insurance,Insurer
Tokio Marine,-,Motor,Tokio Marine AutoPro,The right choice for better protection whilst you are on road. Get protected by selecting Tokio Marine AutoPro to cover your vehicle.,General Insurance,Insurer
Tokio Marine,-,Motor,Auto Partner,Covers you for roadside emergencies and house repairs,General Insurance,Insurer
Tokio Marine,-,Motor,DriveSafe PA Partner,A comprehensive yet affordable plan to protect you and your passengers against accidents..,General Insurance,Insurer
Tokio Marine,-,Motor,Commercial Partner,Protection for drivers and attendants of commercial vehicles against accidents,General Insurance,Insurer
Tokio Marine,-,Motor,Motorcyclist Partner,Protect yourself and/or your rider against accidental death and permanent disablement as a result of accident on a specified motorcycle.,General Insurance,Insurer
Tokio Marine,-,H&P,Tokio Marine PremierUltra PA,Protects your family with a range of reliable plans.,General Insurance,Insurer
Tokio Marine,-,H&P,Flexi PA Partner,"Protection tailored to your needs and budget for anytime, anywhere.",General Insurance,Insurer
Tokio Marine,-,H&P,UniqCare PA,UniqCare PA offers protection catering exclusively to the needs of OKU.,General Insurance,Insurer
Tokio Marine,-,H&P,AEONCare Insurance,Comprehensive protection for personal finance and& credit card customers.,General Insurance,Insurer
Tokio Marine,-,TBD (Travel/Sports),Tokio Marine Explorer,Extensive and customisable coverage for wherever you go.,General Insurance,Insurer
Tokio Marine,-,TBD (Travel/Sports),Tokio Marine Annual Explorer,Protection for business and personal trips throughout the year.,General Insurance,Insurer
Tokio Marine,-,TBD (Travel/Sports),Domestic Travel Partner Plus,Explore Malaysia worry-free with comprehensive coverage.,General Insurance,Insurer
Tokio Marine,-,TBD (Travel/Sports),Travel Personal Accident,Provides peace of mind for short trips.,General Insurance,Insurer
Tokio Marine,-,TBD (Travel/Sports),Golfer Insurance,"Safeguards you against the unexpected, so you can focus on your game.",General Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,Premier Medic Partner,Lifelong coverage for your health.,General Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,Medic Plus,Boosts your medical plan for ultimate assurance.,General Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,Mosbite,Protection against Dengue and Zika.,General Insurance,Insurer
Tokio Marine,-,Home,Home Partner Insurance,Comprehensive cover for your prized possessions and protection for your family,General Insurance,Insurer
Tokio Marine,-,Home,Houseowners/ Householders,Houseowners/Householders protects your home and its contents against loss or damage,General Insurance,Insurer
Tokio Marine,-,Home,Tokio Marine SecureHome,Comprehensively safeguard your home and belongings.,General Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),CancerCare,Protect yourself against the rising cost of cancer treatment.,Family Takaful,Insurer
Zurich,-,TBD (H&P/CI/Medical),Critical Care,Affordable 50 Critical Illnesses protection plan for peace of mind.,Life Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),Critical Care Essential,Protects you against 50 Critical Illnesses with additional payout.,Life Insurance,Insurer
Zurich,-,Life,Critical Care Premium Waiver,Premium waiver benefit that relieves your financial burden should a critical illness occur.,Life Insurance,Insurer
Zurich,-,TBD,Domestic Maid Insurance Scheme,24-7 coverage for the indispensable helper in your home.,TBD (Conventional),Insurer
Zurich,-,TBD (H&P/CI/Medical),Early Care Critical Illness,Provides you the financial support right from the early to advanced stages of a critical illness.,Life Insurance,Insurer
Zurich,-,Savings,Executive20,Enjoy life to the fullest with guaranteed benefits.,Family Takaful,Insurer
Zurich,-,TBD,Fire Insurance,Protect your property and inventory from fire-related incidents.,General Insurance,Insurer
Zurich,-,TBD,Fire Takaful,Protect your property and inventory in the event of a fire outbreak.,General Takaful,Insurer
Zurich,-,TBD (H&P/CI/Medical),Flex Junior Critical Illness,Protects your child against juvenile critical illnesses.,Life Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),Flex Lady Critical Illness,Comprehensive coverage against major female critical illnesses.,Life Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),Flex Maternity Care,Protects you and your child during pre-natal and infancy period.,Life Insurance,Insurer
Zurich,-,Misc.,Golfer’s Insurance,The perfect coverage for avid golfers.,General Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),Hospital And Surgical Benefit,Daily hospitalisation income and surgical benefit plan.,Life Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),Hospital Income Plus,Receive daily cash income upon hospitalisation.,Life Insurance,Insurer
Zurich,-,H&P,Individual Personal Accident,Live confidently by protecting yourself against the unexpected.,General Insurance,Insurer
Zurich,-,Life,Max Golden Wanita Protection,Customised protection for women in their golden years and beyond.&nbsp;&nbsp;,Life Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),MaxMedic,Comprehensive medical plan that is easy on your pocket.,Life Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),MediAfya,Health and wellbeing hand in hand.,Family Takaful,Insurer
Zurich,-,TBD (H&P/CI/Medical),MediAfya+,"Extensive coverage for your peace of mind.
",Family Takaful,Insurer
Zurich,-,TBD (H&P/CI/Medical),MediPro,Enjoy life with our comprehensive medical coverage.,Family Takaful,Insurer
Zurich,-,Life,PA Protector and PA Medicare,Comprehensive personal accident coverage with flexible add-on benefits.,Life Insurance,Insurer
Zurich,-,H&P,Patina2016,Standalone personal accident family takaful plan.,General Takaful,Insurer
Zurich,-,H&P,Personal Sentinel V3 Plus,Essential protection for your loved ones.,General Insurance,Insurer
Zurich,-,H&P,Personal Sentinel V3 Plus Takaful,"Personal Sentinel Version 3 Plus Takaful is a yearly renewable personal accident coverage plan that adheres to Islamic Shariah laws. This plan provides financial security in the event of bodily injuries, disablement or death caused solely and directly by an unforeseen event. From individual protection to group coverage this plan ensures financial stability and protection of your loved ones, whether they are your partners, family members or employees with their families.",General Takaful,Insurer
Zurich,-,Life,Protect All 110 EVO,All in one complete personal accident protection plan.,Life Insurance,Insurer
Zurich,-,Savings,Savings Booster,"Boost your savings, elevate your future.",Life Insurance,Insurer
Zurich,-,TBD,School Personal Accident,Comprehensive protection for your little ones.,TBD (Conventional),Insurer
Zurich,-,Savings,Super Wealth Plan,Guaranteed long term cash payment with maturity benefit to secure your financial goals.,Life Insurance,Insurer
Zurich,-,Life,Takaful Al-Shams,Protect your family for your peace of mind.,Family Takaful,Insurer
Zurich,-,Life,Takaful Family Hero,For the wellbeing of your family’s future.,Family Takaful,Insurer
Zurich,-,Savings,Takaful Mumtaz,A limited contribution protection and savings plan.,Family Takaful,Insurer
Zurich,-,Life,Takaful ProEssential,Secure the future of you and your loved ones.,Family Takaful,Insurer
Zurich,-,Life,Takaful ProSecure,For the continuity of lifestyle.,Family Takaful,Insurer
Zurich,-,Life,Takaful SureCover,Easy and guaranteed acceptance plan with no medical check-ups. ,Family Takaful,Insurer
Zurich,-,Life,Takaful Term 80,Affordable term takaful to protect the future of you and your loved ones.,Family Takaful,Insurer
Zurich,-,"Savings, Life",Teras Perdana,5-in-1 protection plan with Guaranteed Cash Back at maturity!,Life Insurance,Insurer
Zurich,-,Motor,Z-Drive Assist,Drive with confidence on the road with Z-Drive Assist,General Insurance,Insurer
Zurich,-,Motor,Z-Drive Assist Takaful,Drive with confidence on the road with Z-Driver Assist Takaful. This renewable motor takaful plan provides 24/7 Roadside Assistance for your vehicle and even Flood Protection & Personal Accident Benefits for the driver and passengers of the Vehicle.,General Takaful,Insurer
Zurich,-,Motor,Z-Driver,Protects you and your loved ones on the road.,General Insurance,Insurer
Zurich,-,Motor,Z-Driver Takaful – Car Takaful Plan,"The Z-Driver takaful is Shariah-compliant comprehensive motor takaful, that provides coverage for your vehicle, your family, and you in the event of a car accident. It comes with SUPER VALUE add-ons that you can add to get more benefits and discounts.",General Takaful,Insurer
Zurich,-,TBD,Z-HomeProtect,Safeguarding the place you call home,General Insurance,Insurer
Zurich,-,TBD,Z-HomeProtect Takaful,Safeguarding the place you call home,General Takaful,Insurer
Zurich,-,TBD (H&P/CI/Medical),Z-MedProtect,"Just focus on getting well, we will take care of the rest!",Life Insurance,Insurer
Zurich,-,Motor,Z-Rider,Protects your motorcycle and those that you truly love while on the road,General Insurance,Insurer
Zurich,-,Motor,Z-Rider Takaful – Motorcycle Takaful Plan,"Z-Rider Takaful is a basic motor takaful plan designed for motorcycle riders. This Plan offers lower contribution rates to safer riders, provides coverage for motorcycle riders and pillion passengers.",General Takaful,Insurer
Zurich,-,Travel,Z-Travel Insurance (Domestic),Covers you and your family while travelling within Malaysia,General Insurance,Insurer
Zurich,-,Travel,Z-Travel Insurance (International),Covers you and your family while travelling overseas,General Insurance,Insurer
Zurich,-,Life,Zurich Essential Cover,Protecting your future with ease.,Life Insurance,Insurer
Zurich,-,Life,Zurich Everlasting Cover,Big Protection for Your Little One.,Life Insurance,Insurer
Zurich,-,"Savings, savings, family",Zurich Favour8,Shape your future with rewards along the way.,"Life Insurance, TBD",Insurer
Zurich,-,"Savings, savings, family",Zurich Favour8 Guaranteed Acceptance,Shape your future with rewards along the way,"Life Insurance, TBD",Insurer
Zurich,-,TBD (H&P/CI/Medical),Zurich Infinite Care,Comprehensive health benefits that truly fit you.,Life Insurance,Insurer
Zurich,-,Investment,Zurich Max1nvest,Optimising investment opportunities.,Life Insurance,Insurer
Zurich,-,"Life, TBD",Zurich Multi Shield,A better tomorrow for your loved ones.,"Life Insurance, TBD (Conventional)",Insurer
Zurich,-,"Savings, Life, TBD",Zurich Prestige Cover,"The plan that grows with you, for you.","Life Insurance, TBD (Conventional)",Insurer
Zurich,-,Life,Zurich SureCover,The ultimate convenience.,Life Insurance,Insurer
Zurich,-,Life,Zurich TermLife,Customised protection to secure your family and business' financial wellbeing.,Life Insurance,Insurer
Zurich,-,"Investment, Life",Zurich ValueLife,Safeguarding Life's Precious Moments.,Life Insurance,Insurer
Zurich,-,"Investment, Life, TBD",Zurich ValueLife Junior,Big Protection For Your Little One.,"Life Insurance, TBD (Conventional)",Insurer
Zurich,-,"Investment, Life",Zurich ValueLife Pluz,Plan For A Debt-Free Future.,Life Insurance,Insurer
Zurich,-,"Investment, Life, TBD",Zurich ValueLife Premier,For The Hero In You.,"Life Insurance, TBD (Conventional)",Insurer
Zurich,-,TBD (H&P/CI/Medical),Zurich iCare Essential,Critical protection made easy.,Life Insurance,Insurer
Zurich,-,TBD (H&P/CI/Medical),Zurich iCare Medic,Big journeys begin with small steps. Start here.,Life Insurance,Insurer
Sun Life,CIMB,Life,Sun Inspirasi,"(This is a takaful product)

 

Sun Inspirasi is a surplus sharing universal takaful plan that provides coverages like hibah (gift of love) with high takaful coverage amount on death and total and permanent disability (TPD), up to 3 times additional payout on accidental death, up to RM2 million non-medical limit, cash payout benefit, flexible contribution payment term and contract term and maturity benefit.",Family Takaful,Bank
Sun Life,CIMB,Life,Sun Cover-i,"(This is a takaful product)

 

A monthly renewable group family takaful term plan with surplus sharing that provides lump sum death and total and permanent disability (TPD) benefit due to all causes. It will be offered on pay as you go (PAYG) basis.

 

Note: Click on “APPLY NOW” will redirect you to Sun Life Malaysia Takaful Berhad website and CIMB Group’s Privacy Policy will cease to apply.",Family Takaful,Bank
